FSR_0,FSR_1,FSR_2,FSR_3,FSR_4,FSR_5,FSR_6,FSR_7,Swing time(s),Stride time(s),Swing percentage(%),Stride percentage(%),averageXAngleChange,뇌졸증 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,499.14,0,2085.49,1627.95,198.21,1019,2055,33.15,66.85,14.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,282.56,0,1464.43,709.99,3967.31,3491.12,0,1019,2055,33.15,66.85,-12.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973.62,4013.21,2887.27,2683.6,0,0,0,0,2051,2055,49.95,50.05,0.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,157.77,0,424.56,0,1828.75,1045.61,195.34,2051,1040,66.35,33.65,13.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655.48,3281.71,1662.37,3673.28,1018.36,0,0,0,1033,1040,49.83,50.17,-12.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590.65,3535.58,2633.4,2197.37,0,0,0,0,1033,1040,49.83,50.17,11.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,456.11,0,1105.86,1032.71,193.9,1033,2077,33.22,66.78,-16.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,394.44,0,1323.87,608.15,3052.22,2185.89,0,1033,2077,33.22,66.78,1.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821.58,4142.3,2941.78,2784,0,0,0,0,2058,2077,49.77,50.23,31.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,338.5,0,1738.39,820.43,0,2058,1034,66.56,33.44,-30.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488.82,3789.46,3290.32,1559.1,0,0,0,0,1028,2053,33.37,66.63,1.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,424.56,0,1296.62,480.5,2178.72,1300.92,0,1028,1018,50.24,49.76,13.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,294.03,0,1435.75,784.57,0,1028,1018,50.24,49.76,-15.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706.83,2752.45,2703.68,1104.42,0,0,0,0,2054,1018,66.86,33.14,1.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433.16,0,1051.35,533.56,2804.08,1473.04,0,1027,1040,49.69,50.31,-0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,167.81,0,319.85,0,1564.84,1201.95,0,1027,1040,49.69,50.31,3.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880.39,3677.58,3062.26,1500.29,0,0,0,0,2047,1040,66.31,33.69,-15.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,453.24,0,2160.08,1669.54,203.95,2047,1032,66.48,33.52,30.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105.86,3103.85,2798.35,1645.16,0,0,0,0,1019,1032,49.68,50.32,-20.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691.34,2703.68,2046.77,2636.27,791.74,147.73,147.73,0,1019,1032,49.68,50.32,28.63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,186.46,0,502.01,0,1385.55,991.11,219.72,1019,2060,33.1,66.9,-21.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241.83,4285.73,3400.76,2204.54,0,0,0,0,1027,2060,33.27,66.73,-4.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,331.33,0,633.97,0,3829.62,3390.72,143.7,1027,1020,50.17,49.83,3.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,262.48,0,3162.66,1926.28,0,1027,1020,50.17,49.83,-9.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,197.94,0,464.72,0,1745.56,1035.57,0,2054,1034,66.52,33.48,34.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,232.36,0,239.53,0,2868.63,1745.56,0,2054,1034,66.52,33.48,-29.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.85,2076.89,1536.15,2464.15,1603.56,3740.69,2743.84,0,2059,1034,66.57,33.43,-1.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506.31,1791.46,1146.02,2438.33,846.25,827.6,242.4,0,1027,1034,49.83,50.17,-2.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550.49,3803.8,2616.19,2715.16,0,0,0,0,1027,1034,49.83,50.17,-7.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,334.2,0,1082.91,565.12,0,1027,2053,33.34,66.66,39.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455.83,3902.77,3095.25,2157.21,0,0,0,0,1017,2053,33.13,66.87,8.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664.09,2497.14,1662.37,2636.27,913.66,0,60.24,0,1017,2053,33.13,66.87,-48.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,347.1,0,839.07,600.98,0,1017,2053,33.13,66.87,11.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,517.79,0,1286.58,457.55,3386.41,2442.64,0,1043,2063,33.58,66.42,3.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818.71,4076.32,2933.17,2785.44,0,0,0,0,2058,2063,49.94,50.06,-14.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,144.87,0,263.91,0,1877.52,816.12,0,2058,1028,66.69,33.31,28.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,206.54,0,344.24,0,1583.48,565.12,0,2058,1028,66.69,33.31,-25.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835.92,4307.24,3205.69,3592.96,387.26,0,0,0,2054,1028,66.65,33.35,4.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341.37,1540.45,398.74,2637.7,935.17,2712.29,609.58,0,2054,1028,66.65,33.35,-3.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279.69,763.05,0,2201.67,775.96,3397.89,1993.7,0,2054,2069,49.82,50.18,-8.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.25,3739.26,3505.46,1346.82,0,0,0,0,2043,1033,66.42,33.58,-33.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,249.57,0,2679.3,1940.63,0,2043,1035,66.37,33.63,39.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,428.86,0,1666.67,767.36,0,2043,1035,66.37,33.63,-1.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271.95,4411.95,3013.49,2773.96,0,0,0,0,2047,1035,66.42,33.58,-48.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,377.22,0,2898.75,2098.4,0,2047,1034,66.44,33.56,11.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.47,1282.28,773.1,2191.63,831.9,2244.7,1184.74,0,1021,1034,49.68,50.32,3.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490.25,3773.68,2564.55,2867.19,0,0,0,0,1021,1034,49.68,50.32,-14.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068.28,4400.47,3191.35,2973.33,0,0,0,0,1022,1029,49.83,50.17,28.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,190.76,0,413.08,0,2660.65,1528.98,142.27,1022,1042,49.52,50.48,-25.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.41,1130.24,552.21,1878.95,1037.01,3595.82,2203.11,0,1020,1042,49.47,50.53,4.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691.34,2613.32,1576.31,2445.51,1293.75,2553.08,615.32,0,1020,1042,49.47,50.53,-3.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,233.79,0,253.87,0,1051.35,242.4,0,1020,2048,33.25,66.75,-8.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693.92,3958.71,3222.9,2247.57,0,0,0,0,1023,2048,33.31,66.69,-33.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,218.02,0,236.66,0,0,0,0,1023,1031,49.81,50.19,39.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082.62,4298.64,3340.52,2442.64,0,0,0,0,1025,1031,49.85,50.15,-1.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,446.07,0,629.66,147.73,2158.64,448.94,0,1025,1029,49.9,50.1,39.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,177.85,0,101.84,0,1817.28,405.91,0,1025,1029,49.9,50.1,8.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,309.81,0,3052.22,1064.26,0,1025,1029,49.9,50.1,-48.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,256.74,0,401.61,0,1012.63,273.95,0,1025,1029,49.9,50.1,11.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.21,496.27,887.84,1853.13,691.34,1771.38,0,479.33,1034,1028,50.15,49.85,-0.95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586.63,355.71,2061.11,2016.65,998.28,2233.23,0,627.07,1034,1028,50.15,49.85,5.44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,70.28,0,0,0,0,1034,2052,33.51,66.49,-2.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,152.04,711.42,164.95,63.11,0,107.85,1034,2052,33.51,66.49,1.71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.11,547.91,877.8,1899.03,823.3,2895.88,0,152.31,2054,2052,50.02,49.98,51.37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507.46,1699.66,3006.32,2735.24,1158.93,1506.03,0,0,2054,2052,50.02,49.98,-48.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,143.43,0,0,0,0,2054,2056,49.98,50.02,-6.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,423.12,0,0,0,0,2054,2056,49.98,50.02,3.41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.81,450.37,870.63,1794.33,798.91,2730.93,0,274.23,2055,2056,49.99,50.01,-23.63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470.45,431.73,1524.68,1768.51,1104.42,3716.31,0,1121.91,2055,2056,49.99,50.01,25.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,199.37,0,0,0,0,2055,2056,49.99,50.01,-1.49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417.39,428.86,715.72,1322.44,635.4,2429.73,0,142.27,1029,2056,33.35,66.65,11.72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633.97,1077.17,2756.75,2349.41,1321,2930.3,0,282.83,1029,2056,33.35,66.65,-14.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,225.19,0,0,0,0,1029,2047,33.45,66.55,1.69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,192.2,466.15,948.08,390.13,2092.66,0,169.52,1029,2047,33.45,66.55,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958.12,1696.79,3297.49,2705.12,1108.72,1375.51,0,0,2045,2047,49.98,50.02,-5.65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,156.34,0,0,0,0,2045,1025,66.61,33.39,33.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,447.51,678.43,0,47.33,0,0,2045,1025,66.61,33.39,-29.98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892.14,1699.66,3499.73,2642.01,791.74,0,0,0,2053,1025,66.7,33.3,-0.45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,87.49,0,0,0,0,2053,1019,66.83,33.17,3.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,414.52,906.49,1478.78,725.76,2524.39,0,129.36,1029,1019,50.24,49.76,-3.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,251,516.35,1005.45,196.5,1065.7,0,0,1029,1019,50.24,49.76,-14.33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,192.2,0,0,0,0,1029,2055,33.37,66.63,15.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618.19,972.46,2274.82,2524.39,1421.41,3370.64,0,426.26,1031,2055,33.41,66.59,0.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,385.83,0,0,0,0,1031,1026,50.12,49.88,-20.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463.28,578.03,2107.01,2129.96,1404.19,3537.02,0,391.84,1031,1026,50.12,49.88,15.53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212.28,0,285.43,608.15,0,0,0,0,1031,1030,50.02,49.98,5.68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.62,374.36,522.09,1141.71,628.23,1714.01,0,268.49,1037,1030,50.17,49.83,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110.16,1873.21,2639.14,3270.24,1371.2,1091.51,0,0,1037,1030,50.17,49.83,-1.58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,398.74,0,0,0,0,1037,2060,33.48,66.52,-0.67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549.34,741.54,1308.09,2492.84,1362.6,3439.48,0,427.7,1035,2060,33.44,66.56,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,245.27,226.62,1863.17,694.21,3142.58,0,232.63,1035,1026,50.22,49.78,-5.74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380.09,367.18,635.4,1438.62,170.68,0,0,0,1023,1026,49.93,50.07,7.57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575.16,1041.31,1900.47,2918.83,1517.5,3207.13,0,366.02,1023,1026,49.93,50.07,-17.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,688.47,0,0,0,0,1023,2063,33.15,66.85,19.22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121.63,2234.66,2977.64,3205.69,1797.2,1820.14,0,0,1031,2063,33.32,66.68,1.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,157.77,0,93.23,0,0,1031,1027,50.1,49.9,5.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,694.21,0,380.09,0,0,1031,1027,50.1,49.9,-4.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635.4,972.46,2188.76,2389.57,770.23,942.34,0,0,2045,1027,66.57,33.43,-0.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.97,764.49,986.81,2555.95,1114.46,3115.33,0,360.29,2045,1027,66.57,33.43,0.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,142,0,124.79,0,0,2045,2050,49.94,50.06,0.16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.64,196.5,292.6,1343.95,595.24,2511.48,0,350.25,2045,2050,49.94,50.06,0.62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364.32,345.67,1117.33,1475.91,711.42,1781.42,0,123.62,2063,2050,50.16,49.84,-10.14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291.17,0,0,190.76,0,0,0,0,2063,1025,66.81,33.19,6.81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337.06,401.61,1579.18,1019.8,797.48,3293.18,0,202.51,1016,1025,49.78,50.22,-35.38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,276.82,345.67,0,0,0,0,1016,1026,49.76,50.24,35.39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424.56,593.81,2290.6,1501.73,824.73,3115.33,0,156.61,1020,1026,49.85,50.15,-0.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,263.91,705.68,473.32,0,0,0,0,1020,1025,49.88,50.12,-0.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,202.24,0,0,0,0,1020,1025,49.88,50.12,-2.38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,225.19,0,0,0,0,1029,2047,33.45,66.55,0.72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212.28,0,285.43,608.15,0,0,0,0,1031,1030,50.02,49.98,3.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.62,374.36,522.09,1141.71,628.23,1714.01,0,268.49,1037,1030,50.17,49.83,29.93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110.16,1873.21,2639.14,3270.24,1371.2,1091.51,0,0,1037,1030,50.17,49.83,-32.68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,398.74,0,0,0,0,1037,2060,33.48,66.52,-2.64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549.34,741.54,1308.09,2492.84,1362.6,3439.48,0,427.7,1035,2060,33.44,66.56,5.86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,245.27,226.62,1863.17,694.21,3142.58,0,232.63,1035,1026,50.22,49.78,-1.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380.09,367.18,635.4,1438.62,170.68,0,0,0,1023,1026,49.93,50.07,6.63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664.09,375.79,1460.13,1615.04,410.21,1267.93,0,106.41,121504,1018,99.17,0.83,-10.55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,314.11,477.63,0,1179.01,0,0,121504,1027,99.16,0.84,-20.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,514.92,0,869.19,0,0,121504,1027,99.16,0.84,25.18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.48,437.47,899.31,1936.32,1240.68,2385.26,0,3339.35,14440,9290,60.85,39.15,2.86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,374.36,671.26,2089.8,1791.46,3445.22,0,3967.58,14440,1016,93.43,6.57,-1.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,693.05,14440,1016,93.43,6.57,-4.62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,306.94,0,0,0,505.15,14440,1016,93.43,6.57,-0.26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.89,374.36,362.88,1873.21,995.41,2140,0,2950.66,3101,1016,75.32,262.48,17.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,374.36,671.26,2089.8,1791.46,3445.22,0,3967.58,14440,1016,93.43,6.57,-17.36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,693.05,14440,1016,93.43,6.57,5.66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,306.94,0,0,0,505.15,14440,1016,93.43,6.57,9.66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
